path,class,split,source
ml\data\processed\train\major_damage\synthetic_major_damage_01527.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01528.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01529.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01530.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01531.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01532.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01533.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01534.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01535.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01536.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01537.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01538.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01539.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01540.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01541.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01542.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01543.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01544.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01545.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01546.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01547.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01548.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01549.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01550.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01551.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01552.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01553.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01554.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01555.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01556.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01557.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01558.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01559.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01560.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01561.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01562.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01563.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01564.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01565.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01566.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01567.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01568.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01569.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01570.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01571.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01572.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01573.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01574.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01575.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01576.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01577.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01578.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01579.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01580.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01581.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01582.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01583.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01584.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01585.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01586.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01587.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01588.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01589.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01590.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01591.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01592.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01593.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01594.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01595.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01596.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01597.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01598.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01599.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01600.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01601.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01602.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01603.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01604.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01605.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01606.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01607.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01608.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01609.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01610.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01611.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01612.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01613.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01614.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01615.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01616.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01617.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01618.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01619.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01620.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01621.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01622.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01623.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01624.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01625.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01626.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01627.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01628.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01629.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01630.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01631.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01632.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01633.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01634.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01635.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01636.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01637.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01638.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01639.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01640.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01641.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01642.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01643.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01644.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01645.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01646.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01647.png,major_damage,train,synthetic
ml\data\processed\train\major_damage\synthetic_major_damage_01648.png,major_damage,train,synthetic
